db,cets,name
29,per_sa_allsa.avt_ep_tot,Average per capita transfer held by extreme poor (<$1.90 PPP a day) - All Social Assistance
29,per_sa_allsa.avt_pop_preT_tot,Average per capita transfer - All Social Assistance (preT)
29,per_sa_allsa.avt_pop_rur,Average per capita transfer - All Social Assistance -rural
29,per_sa_allsa.avt_pop_tot,Average per capita transfer - All Social Assistance
29,per_sa_allsa.avt_pop_urb,Average per capita transfer - All Social Assistance -urban
29,per_sa_allsa.avt_q1_preT_tot,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance (preT)
29,per_sa_allsa.avt_q1_rur,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance -rural
29,per_sa_allsa.avt_q1_tot,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance
29,per_sa_allsa.avt_q1_urb,Average per capita transfer held by 1st quintile (poorest) - All Social Assistance -urban
29,per_sa_allsa.avt_q2_preT_tot,Average per capita transfer held by 2nd quintile - All Social Assistance (preT)
29,per_sa_allsa.avt_q2_rur,Average per capita transfer held by 2nd quintile - All Social Assistance -rural
29,per_sa_allsa.avt_q2_tot,Average per capita transfer held by 2nd quintile - All Social Assistance
29,per_sa_allsa.avt_q2_urb,Average per capita transfer held by 2nd quintile - All Social Assistance -urban
29,per_sa_allsa.avt_q3_preT_tot,Average per capita transfer held by 3rd quintile - All Social Assistance (preT)
29,per_sa_allsa.avt_q3_rur,Average per capita transfer held by 3rd quintile - All Social Assistance -rural
29,per_sa_allsa.avt_q3_tot,Average per capita transfer held by 3rd quintile - All Social Assistance
29,per_sa_allsa.avt_q3_urb,Average per capita transfer held by 3rd quintile - All Social Assistance -urban
29,per_sa_allsa.avt_q4_preT_tot,Average per capita transfer held by 4th quintile - All Social Assistance (preT)
29,per_sa_allsa.avt_q4_rur,Average per capita transfer held by 4th quintile - All Social Assistance -rural
29,per_sa_allsa.avt_q4_tot,Average per capita transfer held by 4th quintile - All Social Assistance
29,per_sa_allsa.avt_q4_urb,Average per capita transfer held by 4th quintile - All Social Assistance -urban
29,per_sa_allsa.avt_q5_preT_tot,Average per capita transfer held by 5th quintile (richest) - All Social Assistance (preT)
29,per_sa_allsa.avt_q5_rur,Average per capita transfer held by 5th quintile (richest) - All Social Assistance -rural
29,per_sa_allsa.avt_q5_tot,Average per capita transfer held by 5th quintile (richest) - All Social Assistance
29,per_sa_allsa.avt_q5_urb,Average per capita transfer held by 5th quintile (richest) - All Social Assistance -urban
29,per_sa_allsa.ben_ep_preT_tot,Benefits incidence in extreme poor (<$1.90 PPP a day) (%) - All Social Assistance  (preT)
29,per_sa_allsa.ben_ep_tot,Benefits incidence in extreme poor (<$1.90 PPP a day) (%) - All Social Assistance
29,per_sa_allsa.ben_q1_preT_tot,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance (preT)
29,per_sa_allsa.ben_q1_rur,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance -rural
29,per_sa_allsa.ben_q1_tot,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance
29,per_sa_allsa.ben_q1_urb,Benefits incidence in 1st quintile (poorest) (%) - All Social Assistance -urban
29,per_sa_allsa.ben_q2_preT_tot,Benefits incidence in 2nd quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.ben_q2_rur,Benefits incidence in 2nd quintile (%) - All Social Assistance -rural
29,per_sa_allsa.ben_q2_tot,Benefits incidence in 2nd quintile (%) - All Social Assistance
29,per_sa_allsa.ben_q2_urb,Benefits incidence in 2nd quintile (%) - All Social Assistance -urban
29,per_sa_allsa.ben_q3_preT_tot,Benefits incidence in 3rd quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.ben_q3_rur,Benefits incidence in 3rd quintile (%) - All Social Assistance -rural
29,per_sa_allsa.ben_q3_tot,Benefits incidence in 3rd quintile (%) - All Social Assistance
29,per_sa_allsa.ben_q3_urb,Benefits incidence in 3rd quintile (%) - All Social Assistance -urban
29,per_sa_allsa.ben_q4_preT_tot,Benefits incidence in 4th quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.ben_q4_rur,Benefits incidence in 4th quintile (%) - All Social Assistance -rural
29,per_sa_allsa.ben_q4_tot,Benefits incidence in 4th quintile (%) - All Social Assistance
29,per_sa_allsa.ben_q4_urb,Benefits incidence in 4th quintile (%) - All Social Assistance -urban
29,per_sa_allsa.ben_q5_preT_tot,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance (preT)
29,per_sa_allsa.ben_q5_rur,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance -rural
29,per_sa_allsa.ben_q5_tot,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance
29,per_sa_allsa.ben_q5_urb,Benefits incidence in 5th quintile (richest) (%) - All Social Assistance -urban
29,per_sa_allsa.bry_ep_preT_tot,Beneficiary incidence in extreme poor (<$1.90 PPP a day) (%) - All Social Assistance  (preT)
29,per_sa_allsa.bry_ep_tot,Beneficiary incidence in extreme poor (<$1.90 PPP a day) (%) - All Social Assistance
29,per_sa_allsa.bry_q1_preT_tot,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance (preT)
29,per_sa_allsa.bry_q1_rur,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance -rural
29,per_sa_allsa.bry_q1_tot,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance
29,per_sa_allsa.bry_q1_urb,Beneficiary incidence in 1st quintile (poorest) (%) - All Social Assistance -urban
29,per_sa_allsa.bry_q2_preT_tot,Beneficiary incidence in 2nd quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.bry_q2_rur,Beneficiary incidence in 2nd quintile (%) - All Social Assistance -rural
29,per_sa_allsa.bry_q2_tot,Beneficiary incidence in 2nd quintile (%) - All Social Assistance
29,per_sa_allsa.bry_q2_urb,Beneficiary incidence in 2nd quintile (%) - All Social Assistance -urban
29,per_sa_allsa.bry_q3_preT_tot,Beneficiary incidence in 3rd quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.bry_q3_rur,Beneficiary incidence in 3rd quintile (%) - All Social Assistance -rural
29,per_sa_allsa.bry_q3_tot,Beneficiary incidence in 3rd quintile (%) - All Social Assistance
29,per_sa_allsa.bry_q3_urb,Beneficiary incidence in 3rd quintile (%) - All Social Assistance -urban
29,per_sa_allsa.bry_q4_preT_tot,Beneficiary incidence in 4th quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.bry_q4_rur,Beneficiary incidence in 4th quintile (%) - All Social Assistance -rural
29,per_sa_allsa.bry_q4_tot,Beneficiary incidence in 4th quintile (%) - All Social Assistance
29,per_sa_allsa.bry_q4_urb,Beneficiary incidence in 4th quintile (%) - All Social Assistance -urban
29,per_sa_allsa.bry_q5_preT_tot,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance (preT)
29,per_sa_allsa.bry_q5_rur,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance -rural
29,per_sa_allsa.bry_q5_tot,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance
29,per_sa_allsa.bry_q5_urb,Beneficiary incidence in 5th quintile (richest) (%) - All Social Assistance -urban
29,per_sa_allsa.cba_ep_preT_tot,Benefit-cost ratio -  All Social Assistance -extreme poor (<$1.90 PPP a day) (preT)
29,per_sa_allsa.cba_ep_tot,Benefit-cost ratio -  All Social Assistance -extreme poor (<$1.90 PPP a day)
29,per_sa_allsa.cba_q1_preT_tot,Benefit-cost ratio -  All Social Assistance -1st quintile (poorest) (preT)
29,per_sa_allsa.cba_q1_rur,Benefit-cost ratio -  All Social Assistance -1st quintile (poorest) -rural
29,per_sa_allsa.cba_q1_tot,Benefit-cost ratio -  All Social Assistance -1st quintile (poorest)
29,per_sa_allsa.cba_q1_urb,Benefit-cost ratio -  All Social Assistance - 1st quintile (poorest) -urban
29,per_sa_allsa.cov_ep_preT_tot,Coverage in extreme poor (<$1.90 PPP a day) (%) - All Social Assistance  (preT)
29,per_sa_allsa.cov_ep_tot,Coverage in extreme poor (<$1.90 PPP a day) (%) - All Social Assistance
29,per_sa_allsa.cov_pop_preT_tot,Coverage (%) - All Social Assistance (preT)
29,per_sa_allsa.cov_pop_rur,Coverage (%) - All Social Assistance -rural
29,per_sa_allsa.cov_pop_tot,Coverage (%) - All Social Assistance
29,per_sa_allsa.cov_pop_urb,Coverage (%) - All Social Assistance -urban
29,per_sa_allsa.cov_q1_preT_tot,Coverage in 1st quintile (poorest) (%) - All Social Assistance (preT)
29,per_sa_allsa.cov_q1_rur,Coverage in 1st quintile (poorest) (%) - All Social Assistance -rural
29,per_sa_allsa.cov_q1_tot,Coverage in 1st quintile (poorest) (%) - All Social Assistance
29,per_sa_allsa.cov_q1_urb,Coverage in 1st quintile (poorest) (%) - All Social Assistance -urban
29,per_sa_allsa.cov_q2_preT_tot,Coverage in 2nd quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.cov_q2_rur,Coverage in 2nd quintile (%) - All Social Assistance -rural
29,per_sa_allsa.cov_q2_tot,Coverage in 2nd quintile (%) - All Social Assistance
29,per_sa_allsa.cov_q2_urb,Coverage in 2nd quintile (%) - All Social Assistance -urban
29,per_sa_allsa.cov_q3_preT_tot,Coverage in 3rd quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.cov_q3_rur,Coverage in 3rd quintile (%) - All Social Assistance -rural
29,per_sa_allsa.cov_q3_tot,Coverage in 3rd quintile (%) - All Social Assistance
29,per_sa_allsa.cov_q3_urb,Coverage in 3rd quintile (%) - All Social Assistance -urban
29,per_sa_allsa.cov_q4_preT_tot,Coverage in 4th quintile (%) - All Social Assistance (preT)
29,per_sa_allsa.cov_q4_rur,Coverage in 4th quintile (%) - All Social Assistance -rural
29,per_sa_allsa.cov_q4_tot,Coverage in 4th quintile (%) - All Social Assistance
29,per_sa_allsa.cov_q4_urb,Coverage in 4th quintile (%) - All Social Assistance -urban
29,per_sa_allsa.cov_q5_preT_tot,Coverage in 5th quintile (richest) (%) - All Social Assistance (preT)
29,per_sa_allsa.cov_q5_rur,Coverage in 5th quintile (richest) (%) - All Social Assistance -rural
29,per_sa_allsa.cov_q5_tot,Coverage in 5th quintile (richest) (%) - All Social Assistance
29,per_sa_allsa.cov_q5_urb,Coverage in 5th quintile (richest) (%) - All Social Assistance -urban
29,per_sa_allsa_gini_preT_tot,Gini inequality index reduction (%) -  All Social Assistance (preT)
29,per_sa_allsa_gini_rur,Gini inequality index reduction (%) -  All Social Assistance -rural
29,per_sa_allsa_gini_tot,Gini inequality index reduction (%) -  All Social Assistance
29,per_sa_allsa_gini_urb,Gini inequality index reduction (%) -  All Social Assistance -urban
29,per_sa_allsa_p0_ep_preT_tot,Poverty Headcount reduction (%) -  All Social Assistance -extreme poor (<$1.90 PPP a day) (preT)
29,per_sa_allsa_p0_ep_tot,Poverty Headcount reduction (%) -  All Social Assistance -extreme poor (<$1.90 PPP a day)
29,per_sa_allsa_p0_preT_tot,Poverty Headcount reduction (%) -  All Social Assistance -1st quintile (poorest) (preT)
29,per_sa_allsa_p0_rur,Poverty Headcount reduction (%) -  All Social Assistance -1st quintile (poorest) -rural
29,per_sa_allsa_p0_tot,Poverty Headcount reduction (%) -  All Social Assistance -1st quintile (poorest)
29,per_sa_allsa_p0_urb,Poverty Headcount reduction (%) -  All Social Assistance - 1st quintile (poorest) -urban
29,per_sa_allsa_p1_ep_preT_tot,Poverty Gap reduction (%) -  All Social Assistance -extreme poor (<$1.90 PPP a day) (preT)
29,per_sa_allsa_p1_ep_tot,Poverty Gap reduction (%) -  All Social Assistance -extreme poor (<$1.90 PPP a day)
29,per_sa_allsa_p1_preT_tot,Poverty Gap reduction (%) -  All Social Assistance -1st quintile (poorest) (preT)
29,per_sa_allsa_p1_rur,Poverty Gap reduction (%) -  All Social Assistance -1st quintile (poorest) -rural
29,per_sa_allsa_p1_tot,Poverty Gap reduction (%) -  All Social Assistance -1st quintile (poorest)
29,per_sa_allsa_p1_urb,Poverty Gap reduction (%) -  All Social Assistance - 1st quintile (poorest) -urban
29,per_sa_cc.adq_ep_preT_tot,Adequacy of benefits in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_ep_tot,Adequacy of benefits in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers
29,per_sa_cc.adq_pop_preT_tot,Adequacy of benefits (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_pop_rur,Adequacy of benefits (%) - Conditional Cash Transfers -rural
29,per_sa_cc.adq_pop_tot,Adequacy of benefits (%) - Conditional Cash Transfers
29,per_sa_cc.adq_pop_urb,Adequacy of benefits (%) - Conditional Cash Transfers -urban
29,per_sa_cc.adq_q1_preT_tot,Adequacy of benefits in 1st quintile (poorest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_q1_rur,Adequacy of benefits in 1st quintile (poorest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.adq_q1_tot,Adequacy of benefits in 1st quintile (poorest) (%) - Conditional Cash Transfers
29,per_sa_cc.adq_q1_urb,Adequacy of benefits in 1st quintile (poorest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.adq_q2_preT_tot,Adequacy of benefits in 2nd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_q2_rur,Adequacy of benefits in 2nd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.adq_q2_tot,Adequacy of benefits in 2nd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.adq_q2_urb,Adequacy of benefits in 2nd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.adq_q3_preT_tot,Adequacy of benefits in 3rd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_q3_rur,Adequacy of benefits in 3rd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.adq_q3_tot,Adequacy of benefits in 3rd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.adq_q3_urb,Adequacy of benefits in 3rd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.adq_q4_preT_tot,Adequacy of benefits in 4th quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_q4_rur,Adequacy of benefits in 4th quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.adq_q4_tot,Adequacy of benefits in 4th quintile (%) - Conditional Cash Transfers
29,per_sa_cc.adq_q4_urb,Adequacy of benefits in 4th quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.adq_q5_preT_tot,Adequacy of benefits in 5th quintile (richest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.adq_q5_rur,Adequacy of benefits in 5th quintile (richest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.adq_q5_tot,Adequacy of benefits in 5th quintile (richest) (%) - Conditional Cash Transfers
29,per_sa_cc.adq_q5_urb,Adequacy of benefits in 5th quintile (richest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.avt_ep_preT_tot,Average per capita transfer held by extreme poor (<$1.90 PPP a day) - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_ep_tot,Average per capita transfer held by extreme poor (<$1.90 PPP a day) - Conditional Cash Transfers
29,per_sa_cc.avt_pop_preT_tot,Average per capita transfer - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_pop_rur,Average per capita transfer - Conditional Cash Transfers -rural
29,per_sa_cc.avt_pop_tot,Average per capita transfer - Conditional Cash Transfers
29,per_sa_cc.avt_pop_urb,Average per capita transfer - Conditional Cash Transfers -urban
29,per_sa_cc.avt_q1_preT_tot,Average per capita transfer held by 1st quintile (poorest) - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_q1_rur,Average per capita transfer held by 1st quintile (poorest) - Conditional Cash Transfers -rural
29,per_sa_cc.avt_q1_tot,Average per capita transfer held by 1st quintile (poorest) - Conditional Cash Transfers
29,per_sa_cc.avt_q1_urb,Average per capita transfer held by 1st quintile (poorest) - Conditional Cash Transfers -urban
29,per_sa_cc.avt_q2_preT_tot,Average per capita transfer held by 2nd quintile - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_q2_rur,Average per capita transfer held by 2nd quintile - Conditional Cash Transfers -rural
29,per_sa_cc.avt_q2_tot,Average per capita transfer held by 2nd quintile - Conditional Cash Transfers
29,per_sa_cc.avt_q2_urb,Average per capita transfer held by 2nd quintile - Conditional Cash Transfers -urban
29,per_sa_cc.avt_q3_preT_tot,Average per capita transfer held by 3rd quintile - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_q3_rur,Average per capita transfer held by 3rd quintile - Conditional Cash Transfers -rural
29,per_sa_cc.avt_q3_tot,Average per capita transfer held by 3rd quintile - Conditional Cash Transfers
29,per_sa_cc.avt_q3_urb,Average per capita transfer held by 3rd quintile - Conditional Cash Transfers -urban
29,per_sa_cc.avt_q4_preT_tot,Average per capita transfer held by 4th quintile - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_q4_rur,Average per capita transfer held by 4th quintile - Conditional Cash Transfers -rural
29,per_sa_cc.avt_q4_tot,Average per capita transfer held by 4th quintile - Conditional Cash Transfers
29,per_sa_cc.avt_q4_urb,Average per capita transfer held by 4th quintile - Conditional Cash Transfers -urban
29,per_sa_cc.avt_q5_preT_tot,Average per capita transfer held by 5th quintile (richest) - Conditional Cash Transfers (preT)
29,per_sa_cc.avt_q5_rur,Average per capita transfer held by 5th quintile (richest) - Conditional Cash Transfers -rural
29,per_sa_cc.avt_q5_tot,Average per capita transfer held by 5th quintile (richest) - Conditional Cash Transfers
29,per_sa_cc.avt_q5_urb,Average per capita transfer held by 5th quintile (richest) - Conditional Cash Transfers -urban
29,per_sa_cc.ben_ep_preT_tot,Benefits incidence in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.ben_ep_tot,Benefits incidence in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers
29,per_sa_cc.ben_q1_preT_tot,Benefits incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.ben_q1_rur,Benefits incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.ben_q1_tot,Benefits incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers
29,per_sa_cc.ben_q1_urb,Benefits incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.ben_q2_preT_tot,Benefits incidence in 2nd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.ben_q2_rur,Benefits incidence in 2nd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.ben_q2_tot,Benefits incidence in 2nd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.ben_q2_urb,Benefits incidence in 2nd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.ben_q3_preT_tot,Benefits incidence in 3rd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.ben_q3_rur,Benefits incidence in 3rd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.ben_q3_tot,Benefits incidence in 3rd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.ben_q3_urb,Benefits incidence in 3rd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.ben_q4_preT_tot,Benefits incidence in 4th quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.ben_q4_rur,Benefits incidence in 4th quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.ben_q4_tot,Benefits incidence in 4th quintile (%) - Conditional Cash Transfers
29,per_sa_cc.ben_q4_urb,Benefits incidence in 4th quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.ben_q5_preT_tot,Benefits incidence in 5th quintile (richest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.ben_q5_rur,Benefits incidence in 5th quintile (richest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.ben_q5_tot,Benefits incidence in 5th quintile (richest) (%) - Conditional Cash Transfers
29,per_sa_cc.ben_q5_urb,Benefits incidence in 5th quintile (richest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.bry_ep_preT_tot,Beneficiary incidence in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.bry_ep_tot,Beneficiary incidence in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers
29,per_sa_cc.bry_q1_preT_tot,Beneficiary incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.bry_q1_rur,Beneficiary incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.bry_q1_tot,Beneficiary incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers
29,per_sa_cc.bry_q1_urb,Beneficiary incidence in 1st quintile (poorest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.bry_q2_preT_tot,Beneficiary incidence in 2nd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.bry_q2_rur,Beneficiary incidence in 2nd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.bry_q2_tot,Beneficiary incidence in 2nd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.bry_q2_urb,Beneficiary incidence in 2nd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.bry_q3_preT_tot,Beneficiary incidence in 3rd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.bry_q3_rur,Beneficiary incidence in 3rd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.bry_q3_tot,Beneficiary incidence in 3rd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.bry_q3_urb,Beneficiary incidence in 3rd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.bry_q4_preT_tot,Beneficiary incidence in 4th quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.bry_q4_rur,Beneficiary incidence in 4th quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.bry_q4_tot,Beneficiary incidence in 4th quintile (%) - Conditional Cash Transfers
29,per_sa_cc.bry_q4_urb,Beneficiary incidence in 4th quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.bry_q5_preT_tot,Beneficiary incidence in 5th quintile (richest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.bry_q5_rur,Beneficiary incidence in 5th quintile (richest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.bry_q5_tot,Beneficiary incidence in 5th quintile (richest) (%) - Conditional Cash Transfers
29,per_sa_cc.bry_q5_urb,Beneficiary incidence in 5th quintile (richest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.cba_ep_preT_tot,Benefit-cost ratio -  Conditional Cash Transfer -extreme poor (<$1.90 PPP a day) (preT)
29,per_sa_cc.cba_ep_tot,Benefit-cost ratio -  Conditional Cash Transfer -extreme poor (<$1.90 PPP a day)
29,per_sa_cc.cba_q1_preT_tot,Benefit-cost ratio -  Conditional Cash Transfer -1st quintile (poorest) (preT)
29,per_sa_cc.cba_q1_rur,Benefit-cost ratio -  Conditional Cash Transfer -1st quintile (poorest) -rural
29,per_sa_cc.cba_q1_tot,Benefit-cost ratio -  Conditional Cash Transfer -1st quintile (poorest)
29,per_sa_cc.cba_q1_urb,Benefit-cost ratio -  Conditional Cash Transfer - 1st quintile (poorest) -urban
29,per_sa_cc.cov_ep_preT_tot,Coverage in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_ep_tot,Coverage in extreme poor (<$1.90 PPP a day) (%) - Conditional Cash Transfers
29,per_sa_cc.cov_pop_preT_tot,Coverage (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_pop_rur,Coverage (%) - Conditional Cash Transfers -rural
29,per_sa_cc.cov_pop_tot,Coverage (%) - Conditional Cash Transfers
29,per_sa_cc.cov_pop_urb,Coverage (%) - Conditional Cash Transfers -urban
29,per_sa_cc.cov_q1_preT_tot,Coverage in 1st quintile (poorest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_q1_rur,Coverage in 1st quintile (poorest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.cov_q1_tot,Coverage in 1st quintile (poorest) (%) - Conditional Cash Transfers
29,per_sa_cc.cov_q1_urb,Coverage in 1st quintile (poorest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc.cov_q2_preT_tot,Coverage in 2nd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_q2_rur,Coverage in 2nd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.cov_q2_tot,Coverage in 2nd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.cov_q2_urb,Coverage in 2nd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.cov_q3_preT_tot,Coverage in 3rd quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_q3_rur,Coverage in 3rd quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.cov_q3_tot,Coverage in 3rd quintile (%) - Conditional Cash Transfers
29,per_sa_cc.cov_q3_urb,Coverage in 3rd quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.cov_q4_preT_tot,Coverage in 4th quintile (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_q4_rur,Coverage in 4th quintile (%) - Conditional Cash Transfers -rural
29,per_sa_cc.cov_q4_tot,Coverage in 4th quintile (%) - Conditional Cash Transfers
29,per_sa_cc.cov_q4_urb,Coverage in 4th quintile (%) - Conditional Cash Transfers -urban
29,per_sa_cc.cov_q5_preT_tot,Coverage in 5th quintile (richest) (%) - Conditional Cash Transfers (preT)
29,per_sa_cc.cov_q5_rur,Coverage in 5th quintile (richest) (%) - Conditional Cash Transfers -rural
29,per_sa_cc.cov_q5_tot,Coverage in 5th quintile (richest) (%) - Conditional Cash Transfers
29,per_sa_cc.cov_q5_urb,Coverage in 5th quintile (richest) (%) - Conditional Cash Transfers -urban
29,per_sa_cc_gini_preT_tot,Gini inequality index reduction (%) -  Conditional Cash Transfer (preT)
29,per_sa_cc_gini_rur,Gini inequality index reduction (%) -  Conditional Cash Transfer -rural
29,per_sa_cc_gini_tot,Gini inequality index reduction (%) -  Conditional Cash Transfer
29,per_sa_cc_gini_urb,Gini inequality index reduction (%) -  Conditional Cash Transfer -urban
29,per_sa_cc_p0_ep_preT_tot,Poverty Headcount reduction (%) -  Conditional Cash Transfer -extreme poor (<$1.90 PPP a day) (preT)
29,per_sa_cc_p0_ep_tot,Poverty Headcount reduction (%) -  Conditional Cash Transfer -extreme poor (<$1.90 PPP a day)
29,per_sa_cc_p0_preT_tot,Poverty Headcount reduction (%) -  Conditional Cash Transfer -1st quintile (poorest) (preT)
29,per_sa_cc_p0_rur,Poverty Headcount reduction (%) -  Conditional Cash Transfer -1st quintile (poorest) -rural
29,per_sa_cc_p0_tot,Poverty Headcount reduction (%) -  Conditional Cash Transfer -1st quintile (poorest)
29,per_sa_cc_p0_urb,Poverty Headcount reduction (%) -  Conditional Cash Transfer - 1st quintile (poorest) -urban
29,per_sa_cc_p1_ep_preT_tot,Poverty Gap reduction (%) -  Conditional Cash Transfer -extreme poor (<$1.90 PPP a day) (preT)
29,per_sa_cc_p1_ep_tot,Poverty Gap reduction (%) -  Conditional Cash Transfer -extreme poor (<$1.90 PPP a day)
29,per_sa_cc_p1_preT_tot,Poverty Gap reduction (%) -  Conditional Cash Transfer -1st quintile (poorest) (preT)
29,per_sa_cc_p1_rur,Poverty Gap reduction (%) -  Conditional Cash Transfer -1st quintile (poorest) -rural
29,per_sa_cc_p1_tot,Poverty Gap reduction (%) -  Conditional Cash Transfer -1st quintile (poorest)
29,per_sa_cc_p1_urb,Poverty Gap reduction (%) -  Conditional Cash Transfer - 1st quintile (poorest) -urban
